database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L47	L48	L49	L50	L51	L52	L53	L54	L55	L56	L57	L58	L59	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L70	L71	L72	L73	L74	L75	L76	L77	L78	L79	L80
CHEBI:17562	C9H13N3O5	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1	Cytidine	243.9409723		[M+H]+		64.3736	9606	Homo sapiens										10635484.02	15504605.73	22520449.63	4073344.138	17100636.47	11032334.79	3943116.104	3749641.127	14555916.95	18387183.28	18748503.64	15878724.65	18483922.81	14741877.2	14794772.02	5367920.68	21981193.96	40603452.29	1046.65582	1046.65582	10633117.62	9625094.103	61713635.51	10077895.89	68042851.85	40294448.62	9758278.271	62040014.89	10550574.41	28108753.75	10240129.23	33130757.54	48115559.78	30656099.32	34574325.04	33493409.76	29896466.21	7221148.567	37843167.26	25935136.2	31909280.99	30551962.57	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	91211903.1	47007286.1	29353160.59	41053476.39	37552611.72	29962402.18	34074866.16	28365129.68	35823396.83	28933914.25	31679451.17	20414237.94	6945894.629	51876578.89	19447929.87	33659488.59	28622110.26	30484455.71	31021965.32	34263034.89	30170909.82	29775235.49	23007208.27
CHEBI:90143	C5H9N3O4	O=C(CC(C(O)=O)NC(=N)N)O	InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)	Guanidinosuccinic acid	176.0659785		[M+H]+		198.046	9606	Homo sapiens										89542191.31	79006555.14	67351755.24	67760656.75	82389718.21	60456365.73	77926399.4	94632127.07	50809272.7	39178032.97	69599437.79	95254633.75	53068062.13	62347653.42	82747793.96	87696208	85709331.62	71925381.64	61310707.1	123964520.3	105764763.5	78124836.14	130435089.5	91840007.79	70134931	96736992.86	118169939.9	46233395.06	98611444.53	110769277.5	151155294.7	83130948.9	144211081.6	76785543.17	47530974.77	19575148.58	84621363.6	73102456.4	94999381.67	62806906.04	32669347.08	47971618.85	28019621.72	36516763.78	30017441.51	32615915.36	30566821.58	25682866.58	15721133.64	23602380.16	20420344.69	24459930.39	13788990.84	19599229.03	25148465.16	35912213.83	41489260.98	22702825.31	43514402.17	73412809.32	65942862.56	68863755.51	85414325.87	85268292.4	71055432.8	88811702.71	120878562.2	34736036.27	60245642.7	75618962.39	70825846.76	96209730.3	80276391.48	114741840.8	67144064.29	92655708.67	92061590.79	74250564.6	83306146.17	98487761.33
CHEBI:16450	C9H12N2O5	OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O	InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	Deoxyuridine	228.1960514		[M]+		739.196	9606	Homo sapiens										214039602	189525874.7	193596737.4	199718663.8	182338374.5	200305234.2	186003830.3	193138064.5	198033515.6	185463245.9	185917957.9	191463990.9	218626345.5	200654947.7	197177081.3	203275138.7	184803607.8	7456106.463	200085296	237910387.2	201534948.5	212442829.1	229429739.5	211364075.8	198859915.9	234289566.7	233449336.1	222062033	225822397.1	205897610.3	200930901.1	10538513.42	29862296.48	201038219.9	213906383.1	210732744.1	199767992.9	24052908.97	196003897.5	190601675.6	218829910.3	206002775.4	262422485.8	204183484.6	288696970	260174125.6	233977917.7	231534499.6	231580179.2	266608698.9	224346944.7	205372591.9	283012287.3	221181523	226408445.4	194942177	211319534	181894882.9	197796272.1	199820475.7	203193779.4	188630076.6	173923369.9	184104303.5	169433649.9	188857837.4	181813067.4	196834174.1	205798758.3	187108863.3	180805216	195835216	200724983.9	188350270	226859899.9	200019971.2	186396027	228795443	191418357.3	180887702.6
CHEBI:29864	C6H14O6			Mannitol	182.9843899		[M+H]+		68.4621	9606	Homo sapiens										42925578.47	42943353.44	34758917.89	41905474.79	40318245.66	36760448.68	37332208.19	45269337.96	34860473.69	26633836.97	48499545.9	40074129.08	25986856.61	37820389.71	26421492.1	43390931.14	31800504.92	39631794.09	25497360.31	20636564.04	93322260.23	58781744.84	108949768.3	87090855.76	123512800.7	62544669.41	123352341.2	113067970.2	101510464.1	75887594.34	62917521.89	98382143.13	65650984.87	47202095.49	44225803.71	90074169.51	78373135.91	95297730.72	84938204.22	55431909.7	93214958.37	73660795.96	73687136.73	89049821.29	81597402.45	92657113.66	186739019.2	127901310.2	149062975.7	169982499.8	208681317.9	222871813.9	309993010.4	384980694.3	321032996.8	651145319.5	1077450902	2301328456	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	4608845454	2545038810	1040309588	585794752.6	383043169.2	379418278.7	196795660.1	124994705	129695016.3	120074952.1	85473274.15	61752965.54	91876667.51	95070522.7	66143311.68
CHEBI:16857	C4H9NO3	C[C@@H](O)[C@H](N)C(O)=O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	L-Threonine	120.0657464		[M+H]+		88.5963	9606	Homo sapiens										39022859.4	29668639.34	43453574.27	8307568.123	10582438.03	46699767.16	51567163.3	44839942.19	31850999.31	6719202.697	41688503.45	50923627.39	35918249.68	30938769.83	10029703.44	61645578.82	53290462.57	48231964.87	43830503.75	198210897.9	1989899355	1618342225	1952930306	621165087.8	842198804.4	444530548.8	521182488	262201397.7	316174462.9	246634996	201684114.1	133986634.9	123022633.8	137147418.1	122763347.4	76365263.5	65297574.76	18546941.72	13519522.52	51691865.57	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	524654129.5	225801580.2	653406355.5	298331328.7	446716046.7	279478077.2	196396277	314415869.3	117522767	215381243.7	251039409.7	229992893.9	287418006.3	228616674.2	178000343.7	173467676.9	35550564.29	41550260.28	171382560.2	107107947.8	76716655.9
CHEBI:16015	C5H9NO4	N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	L-Glutamic acid	148.0606189		[M+H]+		89.77195	9606	Homo sapiens										98651710.78	94824332.83	96809305.61	163931248.6	90801241.02	47070198.15	183518931.8	173675040.3	115447215.8	66440508.47	104199942.6	60451525.78	78920479.86	93088359.43	60575937.94	202540306	75807350.31	46837673.97	37651685.48	75821321.6	88924040.53	96036629.88	248188505.2	107290512.9	87596935.84	94610314.79	340658195.1	67298810.7	78358710.84	404762603.3	296400438.1	96597993.03	224790004.9	121561834.4	132484423.9	128901828	95097164.88	138744340.2	150311951.4	127370810.5	93013181.61	89602987.78	59016999.94	74326235.15	81833807.1	71138494.7	88259580.81	72078799.72	103211177.4	65116601.62	117519135.8	106982055.1	60501176.47	320430020.4	112503020.1	97084978.23	374230584.4	157528077.1	85200948.8	183441841.3	77902511.19	55482346.97	115472043.5	130204322.4	113065527.3	106921709.3	80736609.09	79500236.32	79790675.63	88373567.6	75865660.9	138456496.3	58974391.73	75337920.43	69014376	79512310.93	117955601.5	53545063.01	80710223.97	55801102.23
CHEBI:1387	C8H10O4	OCC(O)c1ccc(O)c(O)c1	InChI=1S/C8H10O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8-12H,4H2	3,4-Dihydroxyphenylglycol	171.0343722		[M+H]+		427.0045	9606	Homo sapiens										1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	266775989.8	71506917	73208617.17	69709609.12	286277057.2	64922914.01	68916858.54	79939211.54	69613296.27	70504903.55	75810609.86	78280549.29	79318139.28	70848479.86	76593249.01	86598689.87	72275361.14	78785415.9	72892471.1	192565538	71070962.61	24101067.94	22422446.54	21380976.13	19521651.18	19990522.23	4660517.972	34577426.74	21950804	4294625.576	4426175.915	19236175.76	26314375.75	4863728.755	80736891.18	34118281.8	24045142.51	33257490.11	63421991.17	4466389991	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	867826039.6	492334904.4	95214492.26	184381407.7	71593158.16	105649745.4	33226190.29	50311527.77	28324118.27	26108644.89	35740490.67
CHEBI:15882	C6H6O	Oc1ccccc1	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	Phenol	94.04567885		[M]+		72.11295	9606	Homo sapiens										166438158.3	97553863.27	175879592.2	214140924.8	92787033.6	135355866.4	110010712.2	98642791.25	292060425.9	84203353.69	84279205.51	178761788.1	273080294.5	150125844.6	143358456.2	244154824.5	78911762.82	57264470.64	42645283.96	111110468.2	75103751.71	62699320.81	32931482.34	256810102.3	44246612.6	74291824.18	61386548.16	175896768	61938911.82	120191185.8	132176364.5	120894039.6	74532316.86	158428852.3	86289936.58	56043461.03	44250334.08	54778732.15	47698549.2	106890984.5	363954912.4	92946353.88	74640712.43	61432019.22	129250037	88708839.2	87800362.52	149603695.3	108946093.2	81611277.91	123987307.9	187904155.4	250283135.5	164071566.2	229885969.1	181246042.6	73925718.92	104899803.6	189331002.8	270497212.5	124583409.4	117917126.9	118530326.9	191778844.5	110374136.6	199609758.1	239533209.2	236410963.9	173912229.5	153654513.3	282766891.3	135334186.9	148777850.2	129300829.1	103031111.1	118337018	102468022.6	170380164.4	179002923.1	93915453.06
CHEBI:18300	C4H4O4	OC(=O)\C=C/C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-	Maleic acid	98.51267221		[M+H-H2O]+		34.6389	9606	Homo sapiens										52635039.83	46425137.22	35933353.89	43851079.63	40817588.77	41532455.69	40125736.29	43202511.63	40499637.78	34560589.37	37641119.36	38572908.63	38373937.1	33772522.31	40620824.35	35015594.49	44167130.98	28967789.8	24584004.24	25483564.62	44559975.65	47937145.24	50461158.81	50613207.65	49039878.68	55150773.23	48395366.43	57771766.77	58047785.61	61805926.61	52566831.35	56174006.78	52263104.16	42155539.44	55033798.82	59473931.4	53171011.49	50895399.02	52710091.96	59297606.78	40879124.59	48586871.26	43878798.89	38349161.76	38562307.28	36024832.03	35440330.59	32327451.75	31162208.09	35945593.95	37120760.04	39657991.86	39136224.38	42157960.22	42876034.89	46628178.76	45296879.89	47137654.13	56349672.97	56798750.32	71624089.03	62941470.59	59024526.71	52642098.67	65830418.93	60494947.27	58347183.23	58350262.78	63580032.14	58131344.92	60326602.34	58955585.36	63260364.35	60389940.56	56699971.88	63430945.11	61315712	49152299.2	61110417	55471829.52
CHEBI:20106	C9H10O5	COc1cc(ccc1O)C(O)C(O)=O	InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)	Vanillylmandelic acid	199.0294051		[M+H]+		568.2185	9606	Homo sapiens										25193498.04	20677289.53	17351263.45	15942308.27	12931950.24	13307113.46	11049092.25	10802301.97	10795311.02	10387594.07	30960422.67	28331515.89	9824863.02	9208989.462	51396102.52	21406733.48	8985448.856	8743984.883	8598699.607	5802005.292	60562589.3	68447420.44	64837219.02	70525278.08	279305544.3	66462184.25	75647566.98	75298725.54	292160850.9	195635002.7	226943466.3	80886818.72	78614600.83	92698451.48	90218828.01	192104776.2	82463041.67	74735079.8	83737848.79	224847880.4	7351201.303	4959118.064	4460079.221	1413363.259	4612139.404	3190583.428	4687228.944	10028443.53	6113476.387	2819212.346	3038338.464	11389301.15	2159373.148	2617732.291	10818241.37	1250485.854	11177471.39	4357689.451	3968597.988	16831704.25	142807516	29684647.76	195023542.6	11225299.89	79643162.48	14447875.91	127850316	15919635.03	34973692.44	44088932.56	289835307	262733122	23847953.97	116380938.4	72315325.94	104430402.2	138471633.4	162869608.8	810529738.2	713871216.1
CHEBI:17859	C5H8O4	OC(=O)CCCC(O)=O	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	Glutaric acid	131.9745839		[M]+		39.75045	9606	Homo sapiens										77625814.05	103615931.9	94308091.07	99553214.04	102715665.8	57820020.44	136548118.1	120857055.4	144498527.5	151832334.1	125660096.9	150013669.5	71136979.55	54066827.8	133123384	122354902.3	100428889.7	60460493.2	39155902.42	8990754.234	63829364.72	30500280.16	67788326.71	33886253.65	61454902.58	27877991.93	53851804.68	65896524.9	56375113.82	61434900.72	61352749.04	27581319.76	42612364.74	60647985.29	62728857.05	58146160.07	65841820.19	57183954.98	53493600.69	31155313.21	17751227.15	33377975.61	22263889.79	10770485.43	27993575.05	22140628.4	8825924.449	14274811.46	13932544.87	19112635.95	13227499.63	39341633.47	14753177	27488978.52	37296573.82	46596487.47	36868703.87	14361777.16	100164477.3	56426028.06	36789425.02	35661395.03	140547701.2	35963132.49	36231697.96	157687165.9	62702205.68	92206149.62	35018086.93	34003414.47	74840726.78	69170842.32	75581237.84	32533982.93	81763763.7	67576572.4	29056004.68	45184668.16	73801864.89	21808253.81
CHEBI:48131	C9H16O4	OC(=O)CCCCCCCC(O)=O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	Azelaic acid	171.1487481		[M+H-H2O]+		412.2885	9606	Homo sapiens										1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	3113101422	683417220.9	815077298	249186338.4	48600147.28	446756108.5	33722609.86	31044297.36	314062565.6	24001714.1	65218884.21	16011300.4	16150347.14	57267119.56	12055201.97	124657868.7	18222272.76	6449383.936	5839527.163	14613493.02	4854145.33	4272127.16	3954806.525	4075401.445	13868679.1	50128160.69	33001926.4	12845972.98	16344186.39	5116233.885	6320751.956	29475548.7	33579344.87	14834531.27	100886141.3	59198549.31	18182822.1	59417222.45	201133654.3	67065252.77	55405015.89	16366586.9	62865019.67	15849277.49	18345256.81	53769302.97	51510585.58	63515435.6	160058875.9	57959838.92	90990003.66	14123698.92	14926715.32	14521970.1
