source;target;correlation
l-tyrosine;l-phenylalanine;0.39687115478343815
l-tyrosine;putrescine;0.06078389727068432
l-tyrosine;4-acetamidobutanoate;0.14799581242323426
l-tyrosine;ornithine;0.5110978695782025
l-tyrosine;l-glutamic gamma-semialdehyde;0.3596829200200897
l-tyrosine;d-mannose;0.14300228457783618
l-tyrosine;d-galactose;0.10247258594141474
l-tyrosine;alpha-d-glucose;-0.1256449782721944
l-tyrosine;sucrose;0.0613218233313018
succinic acid;3-(2-hydroxyphenyl)propanoic acid;-0.07162185370238916
succinic acid;phenylacetylglutamine;0.311721621890775
succinic acid;l-phenylalanine;0.32494483815332514
succinic acid;putrescine;0.28596814923003333
succinic acid;gamma-glutamylcysteine;-0.5501628730250554
succinic acid;pyroglutamic acid;0.46956462241698427
succinic acid;ornithine;-0.1176347449613724
succinic acid;l-tyrosine;0.2774995751105066
succinic acid;quinate;0.33299223173305526
succinic acid;l-phenylalanine;0.32494483815332514
succinic acid;putrescine;0.28596814923003333
succinic acid;4-acetamidobutanoate;-0.00340969508447449
succinic acid;ornithine;-0.1176347449613724
succinic acid;l-glutamic gamma-semialdehyde;0.19045001312432153
succinic acid;d-mannose;-0.12240572824536496
succinic acid;d-galactose;-0.053625676763573056
succinic acid;alpha-d-glucose;-0.04415451751827321
succinic acid;sucrose;-0.1706987538162195
3-(2-hydroxyphenyl)propanoic acid;phenylacetylglutamine;-0.3091139557500933
3-(2-hydroxyphenyl)propanoic acid;l-phenylalanine;0.2583920900042677
3-(2-hydroxyphenyl)propanoic acid;putrescine;-0.39514113025305064
3-(2-hydroxyphenyl)propanoic acid;gamma-glutamylcysteine;0.25553539179845425
3-(2-hydroxyphenyl)propanoic acid;pyroglutamic acid;0.14340212957638565
3-(2-hydroxyphenyl)propanoic acid;ornithine;-0.02938276935089935
3-(2-hydroxyphenyl)propanoic acid;l-tyrosine;0.13437389668605468
3-(2-hydroxyphenyl)propanoic acid;quinate;0.03209815782743658
3-(2-hydroxyphenyl)propanoic acid;l-phenylalanine;0.2583920900042677
3-(2-hydroxyphenyl)propanoic acid;putrescine;-0.39514113025305064
3-(2-hydroxyphenyl)propanoic acid;4-acetamidobutanoate;-0.21488902768634963
3-(2-hydroxyphenyl)propanoic acid;ornithine;-0.02938276935089935
3-(2-hydroxyphenyl)propanoic acid;l-glutamic gamma-semialdehyde;0.37170663002659415
3-(2-hydroxyphenyl)propanoic acid;d-mannose;-0.18279246116922318
3-(2-hydroxyphenyl)propanoic acid;d-galactose;-0.23847702162081796
3-(2-hydroxyphenyl)propanoic acid;alpha-d-glucose;-0.11149092024571017
3-(2-hydroxyphenyl)propanoic acid;sucrose;0.3021674753683128
phenylacetylglutamine;l-phenylalanine;-0.13137415445132225
phenylacetylglutamine;putrescine;0.19060465263124063
phenylacetylglutamine;gamma-glutamylcysteine;0.15959523475286178
phenylacetylglutamine;pyroglutamic acid;0.06500307359934641
phenylacetylglutamine;ornithine;-0.1807770062800172
phenylacetylglutamine;l-tyrosine;-0.18233809454503833
phenylacetylglutamine;quinate;-0.028771927540164298
phenylacetylglutamine;l-phenylalanine;-0.13137415445132225
phenylacetylglutamine;putrescine;0.19060465263124063
phenylacetylglutamine;4-acetamidobutanoate;-0.130242462110484
phenylacetylglutamine;ornithine;-0.1807770062800172
phenylacetylglutamine;l-glutamic gamma-semialdehyde;-0.1536115123721127
phenylacetylglutamine;d-mannose;0.048593536895655515
phenylacetylglutamine;d-galactose;0.22134110873381654
phenylacetylglutamine;alpha-d-glucose;0.0881635628816315
phenylacetylglutamine;sucrose;-0.05852067236547756
l-phenylalanine;putrescine;-0.1977226098303941
l-phenylalanine;gamma-glutamylcysteine;-0.04606470741283523
l-phenylalanine;pyroglutamic acid;0.17182794760015996
l-phenylalanine;ornithine;-0.10285130738854713
l-phenylalanine;l-tyrosine;0.39687115478343815
l-phenylalanine;quinate;0.37605189936893857
l-phenylalanine;putrescine;-0.1977226098303941
l-phenylalanine;4-acetamidobutanoate;0.03595733969007413
l-phenylalanine;ornithine;-0.10285130738854713
l-phenylalanine;l-glutamic gamma-semialdehyde;0.49543353990348865
l-phenylalanine;d-mannose;-0.19682072078952023
l-phenylalanine;d-galactose;-0.2485704979315014
l-phenylalanine;alpha-d-glucose;-0.20822182933083905
l-phenylalanine;sucrose;-0.29198532533254434
putrescine;gamma-glutamylcysteine;-0.49829946451159934
putrescine;pyroglutamic acid;0.010919512688945462
putrescine;ornithine;-0.11741893152709272
putrescine;l-tyrosine;0.0607838972706842
putrescine;quinate;0.24571030521603718
putrescine;l-phenylalanine;-0.19772260983039416
putrescine;4-acetamidobutanoate;0.37703692590002047
putrescine;ornithine;-0.11741893152709272
putrescine;l-glutamic gamma-semialdehyde;-0.3654439388063158
putrescine;d-mannose;0.6690585830017887
putrescine;d-galactose;0.7270299981843915
putrescine;alpha-d-glucose;0.298549419268505
putrescine;sucrose;-0.05745882615144825
gamma-glutamylcysteine;pyroglutamic acid;-0.09201360053389208
gamma-glutamylcysteine;ornithine;0.027414976981492884
gamma-glutamylcysteine;l-tyrosine;-0.09469989236060612
gamma-glutamylcysteine;quinate;-0.046127625133596036
gamma-glutamylcysteine;l-phenylalanine;-0.04606470741283534
gamma-glutamylcysteine;putrescine;-0.4982994645115993
gamma-glutamylcysteine;4-acetamidobutanoate;-0.009721416562531665
gamma-glutamylcysteine;ornithine;0.027414976981492884
gamma-glutamylcysteine;l-glutamic gamma-semialdehyde;0.1796204724898524
gamma-glutamylcysteine;d-mannose;0.08384450268718492
gamma-glutamylcysteine;d-galactose;0.029952356799071555
gamma-glutamylcysteine;alpha-d-glucose;0.057041643173458056
gamma-glutamylcysteine;sucrose;0.3116406677611672
pyroglutamic acid;ornithine;0.5049951473018127
pyroglutamic acid;l-tyrosine;0.5583236991837482
pyroglutamic acid;quinate;0.26965374462596786
pyroglutamic acid;l-phenylalanine;0.17182794760015999
pyroglutamic acid;putrescine;0.010919512688945514
pyroglutamic acid;4-acetamidobutanoate;-0.10282984619186204
pyroglutamic acid;ornithine;0.5049951473018127
pyroglutamic acid;l-glutamic gamma-semialdehyde;0.5598889955037508
pyroglutamic acid;d-mannose;0.10082244440785404
pyroglutamic acid;d-galactose;0.09795894630889211
pyroglutamic acid;alpha-d-glucose;0.12270857977750096
pyroglutamic acid;sucrose;0.28870348090216413
ornithine;l-tyrosine;0.5110978695782024
ornithine;quinate;-0.023242068613213377
ornithine;l-phenylalanine;-0.10285130738854718
ornithine;putrescine;-0.11741893152709278
ornithine;4-acetamidobutanoate;-0.10325060314422434
ornithine;l-glutamic gamma-semialdehyde;0.3281863604526214
ornithine;d-mannose;0.1068719287132504
ornithine;d-galactose;0.034031051843918664
ornithine;alpha-d-glucose;-0.29109926643406797
ornithine;sucrose;0.1918953085761312
l-tyrosine;quinate;0.3491302006158239
l-tyrosine;l-phenylalanine;0.39687115478343815
l-tyrosine;putrescine;0.06078389727068432
l-tyrosine;4-acetamidobutanoate;0.14799581242323426
l-tyrosine;ornithine;0.5110978695782025
l-tyrosine;l-glutamic gamma-semialdehyde;0.3596829200200897
l-tyrosine;d-mannose;0.14300228457783618
l-tyrosine;d-galactose;0.10247258594141474
l-tyrosine;alpha-d-glucose;-0.1256449782721944
l-tyrosine;sucrose;0.0613218233313018
quinate;l-phenylalanine;0.3760518993689386
quinate;putrescine;0.24571030521603707
quinate;4-acetamidobutanoate;0.7417352401240197
quinate;ornithine;-0.02324206861321331
quinate;l-glutamic gamma-semialdehyde;0.40395428808784634
quinate;d-mannose;0.3788486533133489
quinate;d-galactose;0.2896706938487111
quinate;alpha-d-glucose;0.19286733053737276
quinate;sucrose;-0.4846446939808406
l-phenylalanine;putrescine;-0.1977226098303941
l-phenylalanine;4-acetamidobutanoate;0.03595733969007413
l-phenylalanine;ornithine;-0.10285130738854713
l-phenylalanine;l-glutamic gamma-semialdehyde;0.49543353990348865
l-phenylalanine;d-mannose;-0.19682072078952023
l-phenylalanine;d-galactose;-0.2485704979315014
l-phenylalanine;alpha-d-glucose;-0.20822182933083905
l-phenylalanine;sucrose;-0.29198532533254434
putrescine;4-acetamidobutanoate;0.37703692590002047
putrescine;ornithine;-0.11741893152709272
putrescine;l-glutamic gamma-semialdehyde;-0.3654439388063158
putrescine;d-mannose;0.6690585830017887
putrescine;d-galactose;0.7270299981843915
putrescine;alpha-d-glucose;0.298549419268505
putrescine;sucrose;-0.05745882615144825
4-acetamidobutanoate;ornithine;-0.10325060314422436
4-acetamidobutanoate;l-glutamic gamma-semialdehyde;-0.03477298824703995
4-acetamidobutanoate;d-mannose;0.39499407260495556
4-acetamidobutanoate;d-galactose;0.3640430461301715
4-acetamidobutanoate;alpha-d-glucose;0.08174987240290447
4-acetamidobutanoate;sucrose;-0.2971922832506251
ornithine;l-glutamic gamma-semialdehyde;0.3281863604526214
ornithine;d-mannose;0.1068719287132504
ornithine;d-galactose;0.034031051843918664
ornithine;alpha-d-glucose;-0.29109926643406797
ornithine;sucrose;0.1918953085761312
l-glutamic gamma-semialdehyde;d-mannose;-0.15035075544720608
l-glutamic gamma-semialdehyde;d-galactose;-0.23602029366975746
l-glutamic gamma-semialdehyde;alpha-d-glucose;-0.1221677402571821
l-glutamic gamma-semialdehyde;sucrose;-0.006784579287764504
d-mannose;d-galactose;0.9362536629356587
d-mannose;alpha-d-glucose;0.5407777969002706
d-mannose;sucrose;0.04146551518209171
d-galactose;alpha-d-glucose;0.5360140371798598
d-galactose;sucrose;0.04071785846574037
alpha-d-glucose;sucrose;-0.122622595593342
